title,sentence,score
신비한 동물들과 덤블도어의 비밀,리뷰 보고 걱정하면서 예매했는데 왜 걱정하게 만드는지이해가 안감ㅠ 저는 너무 재밌게 봤고 영상미도 좋고마법세계 좋아하는 분이라면 그냥 보세유 ㅠㅠㅠ신비한 동물사전 이름만큼 동물들에 포커스가 맞춰지진 않았지만해리포터 팬으로서 연결되는 부분들이 반가웠어요 ,10
너의 이름은.,하 또 봐도 명작.. 깊은 여운이 남은 애니,10
서울괴담,개연성이 너무 떨어져요..,1
더 컨트랙터,특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나 미션 수행 도중 거대한 음모에 휘말리게 되고 충격과 위기를 겪게 된다.,10
해바라기,이 영화 나온지가 벌써 16년이 됐다니...,10
신비한 동물들과 덤블도어의 비밀,평점이 왜 이렇게 낮은지 모르겠는데 나쁘지는 않았음...  흥행 때문에 남은 시즌이 있을지 없을지 모르겠지만 남은 시즌이 있다는걸 생각하면 그럭저럭 볼만함!,9
뜨거운 피,오랜만에 심장이 뜨거웠음,8
베놈 2: 렛 데어 비 카니지,베놈이 잘못하면 사과도 하고 서운해하다가 칭찬해주니 곧바로 으쓱해하고.. 생긴거랑 다르게 카리스마가 1도 없네 연출도 꽝이구 너무 재미없어서 넷플에서 보다가 포기,1
니 부모 얼굴이 보고 싶다,보면서 평점 남김 연출과 시나리오가 버러지다,1
베놈 2: 렛 데어 비 카니지,마블의 아픈손가락 탄생,4
마더,...할 말이 없다..,10
니 부모 얼굴이 보고 싶다,"문 한음 국제중학교 학생 김건우가 같은 반 친구 4명의 이름이 적힌 편지를 남긴 채, 의식불명 상태로 호숫가에서 발견된다. 병원 이사장의 아들 도윤재 전직 경찰청장의 손자 박규범 한음 국제중학교 교사의 아들 정이든 그리고, 변호사 강호창의 아들 강한결. 가해자로 지목된 아이들의 부모들은 자신의 권력과 재력을 이용해 사건을 은폐하려고 한다. 하지만, 담임 교사 송정욱의 양심 선언으로 건우 엄마또한 아들의 죽음에 관한 진실을 알게 된다.",10
평평남녀,"대충 줄거리는 TV에 소개되어 알고 있어 편안한 마음으로 보았고,  연기에 집중하다 보니 꽤 볼 만한 영화였음. 배우들 연기가 무리없이 흘러 가는 듯~ ",8
신비한 동물들과 덤블도어의 비밀,너무 지루해요 하하하흐르흐,4
우리들의 일기,옛날생각나네요. ㅋ재미있게 봤어요,10
부기나이트,연기력 구성 다재밌어요 꼭보세요 시간 순삭입니다  ,10
신비한 동물들과 덤블도어의 비밀,스토리 전개 내가 만들어도 이거보단 잘 만들듯. 이야기와 장면의 개연성이 전혀 없고 지루해서 조느라 정신 없었음. 끝났을때 드디어 해방되는 느낌. 돈을 퍼부었는지 3D 연출은 뛰어났으나 거지같은 전개로 전혀 빛을 못봄. 아직도 주인공이 누군지도 모를지경. 해리포터 완독자이지만 이해가 안감. 이런 전개는 관객을 무시하는 처사임.,1
달빛 그림자,어느 날 갑자기 사랑하는 히토시를 잃게 된 사츠키는 죽은 사람을 다시 만날 수도 있다는 기묘한 ‘달 그림자 현상’을 기다리며 슬픔을 극복해 나가는 모습과 미래로 나아가는 방식을 그려낸 작품이다.,10
노바디 ,짧고 군더더기 없어서 좋다시원하네,6
웨이 다운,볼만한 킬링타임용 범죄 스릴러..,6
공기살인,어떻게 국민이 죽어나가는데도 국회는 침묵할수있는건지,10
스텔라,잔잔한 감동. 코믹도 있고. 마지막에 쟁면엔 울컥.은근히 재미남.,8
더 컨트랙터,스토리 진행은 참 좋은데 액션이 너무 빈약해서 아쉬웠음.,8
공기살인,문제를 알리는건 좋은데내용미 너무 뚝뚝 끊어지는 몰입이 전혀 안됐어요ㅜ,4
서울괴담,생활 밀착형 10개의 괴담 옴니버스 영화...~~!!,10
언더 서스피션,평점이 1년에 1개씩 생기는 비인기영화. 첨부터 끝까지 별 재미가 없음. 결말도 황당하고 &amp;#34;이게 뭐지 ?&amp;#34; 라는소리가 저절로나옴,5
특송,송새벽 배우 없었으면 5점 정도 였을듯 ㅋ 킬링타임용 아무생각없이 보긴좋아요,6
작전,빛내고 주식하지 말자 교훈을 주네,10
단지 세상의 끝,그냥 앙투안의 짜증만 1시간 내내..,4
부기나이트,가볍고 장난스러운데 자꾸 그럴법한 이야기.결국 우리 모두. 죽고싶기도 살고싶기도. 허황된 꿈을 꾸기도. 가끔 그꿈을 좇다 현실에 부딪치기도. ,10
스파이의 아내,일본인이 이 영화를 만든 시도 자체를 응원하고싶습니다.,10
더 테러 라이브,나는 개인적으로 명작 근처는 갔다고 생각함,10
메리 미,오랜만에 너무 재밌었어요..,10
동경 이야기,바뀌어가는 가족의 형태에 대해 탄식하는 동시에 새로운 형태의 느슨한 연대에 대한 희망을 드러낸다,10
니 부모 얼굴이 보고 싶다,"흔히 한국 영화의 3대 단점으로 신파, 반전, 애국심으로 꼽는데윤제균 감독식의 신파 강박증은 없지만충무로식 한국영화의 단점인 반전 강박증을 여전히 극복하지 못한 영화.관객들에게 임팩트를 주려면 반전에 반전에 또 반전을 줘야한다는강박증인데 그 반전도 영화 좀 봤다하면 예상하기 너무 쉽고싱크홀 만든 감독인거처럼 조금만 설정을 따지게 되면 허점도 너무 많다.명배우들이 많아서 그나마 배우들 연기가 흡입력이 있지만 그거빼곤 없는 영화.솔직히 대혼돈의 멀티버스 개봉 이전이고부모님이랑 볼 만한 영화가 없어서 배우때문에 봤지만친구나 연인이랑 봤으면 미안하다고 밥사거나 앞으로 데이트할땐 영화관은 빼고 생각하자는 잔소리 들었을 영화.이제 5월이고 본격적으로 5월 개봉작들이 개봉 러쉬 들어가면 한계가 드러날 영화.물론 배우빨이 워낙 좋아 이 감독 전작인 싱크홀처럼 손익분기점은 넘기겠지만203040 세대한테 윤제균이란 이름이 일종의 &amp;#34;믿거&amp;#34;가 된거처럼김지훈이라는 이름도 &amp;#34;믿거&amp;#34;가 되지 않을까?물론 스폰서 입장에선 손익분기는 채우는 감독이라 상업 감독으로써는 계속 커리어 이어갈듯..",1
니 부모 얼굴이 보고 싶다,솔직히 작품마다 재미없던 설배우 아주 오랜만에 좋은 작품으로 찍었네요.재밌습니다 (야차는 진짜 대실망)연기들 다 좋구요.앵커도 보고 이영화 보는데 와 천우희 정말 진짜 예쁘네요.. 배우들 연기 다 좋습니다. ,8
화이트데이: 부서진 결계,이영화는 맨데이트와 비벼볼수 있는 작품이다,1
죽이러 간다,저번에봤는데재밌었습니다 ,10
푸른 호수,진정성은 통한다~!!를 보여준 저스틴 전 파친코로 이어가는 뚝심~!! 전달력의 관건은 진심이라는 걸 깨우쳐주네요~!!,10
레버넌트: 죽음에서 돌아온 자,"아메리카의 자연경관과 인간의 생존본능, 레오의 뛰어난 회복력에 놀람",10
불도저에 탄 소녀,충분히 더 많은 관객이 보았어야 할 웰메이드 영화,8
8월의 크리스마스,"어떤 분들은 10번도 넘게 봤다고 하는데, 전 그렇게 못 보겠어요. 그러다 보면 이 영화가 여러 추억 중의 하나가 될까봐요. 또 그리고 마음이 아려서도 그렇게 계속 못 보겠어요",10
니 부모 얼굴이 보고 싶다,다들 연기 잘하네요 정말 마지막 엔딩은 정말 여운이 깊게 남네요!,10
코코,최고의 디즈니 영화. 인생 영화,10
올드,"반전을 예상할수 없는, 몰입최고의 영화",10
코코,너무 감동적이었고요. 저는 인생영화입니다.,9
공기살인,영화를 보고 나니 딸과 아들이 엄마 2011년이면 우리 어릴때인데..엄마는.저 안 썼어? 하네요 그때 첫째 5살 둘째 3살. 저거 안 사용해본 엄마가 몇명이나 있을까 싶네요. ㅠㅠ  영화로 나와 좋았어요. 기업과 기득권세력의 공무원들의 밀착과 부패에 의한 살인의 실화,10
라이트 아웃,기대를 너무 했나 봅니다 그냥저냥..,7
거북이 달린다,&amp;#34;누가 5여~?&amp;#34;가 내 웃음 포인트 ㅋㅋ,10
플립,기성세대에게 많이 느끼게 하는 영화 . ,8
봄날,스토리도 담백하니 재밌고 잘봤습니다 배우들 연기가 일품이에요 ,10
니 부모 얼굴이 보고 싶다,정말 악랄한 아이들과 부모들이네요. 스토리도 좋고 재밌게봤습니다.,8
딥 임팩트,"재난에 대한 이야기지만 그 어떤 영화보다 사람, 휴머니즘을 그린 영화. 인간 존재에 대한 회의에 쩔어 있을때 보면 어느정도 회복이됩니다 ㅋㅋ 분명 디스토피아적인 상황인데도 희망과 회복이 곳곳에서 느껴졌어요. 요즘 헐리우드 영화는 이런류에서 아주 다크해진것 같아요. 시대가바뀐거겠죠? ",9
더 컨트랙터,리얼한 총질 액션 허나 마지막 스토리가 너무 단순했다..,7
서울괴담,영화리뷰 처음써본다 공포영화 나왔길래 봄 별로일건 같았는데 생각보다 더 별로임 진짜 별로임 제발 돈 아끼세요 아이돌팬분들이 남긴 리뷰는 그럭저럭 괜찮아서 본건데 잘생기고 예쁘긴하더라고요 근데 영화는 별로임 일반인이면 보지마시길 제발...,1
나일 강의 죽음,결론이야 다 아는 것이고.. 영상미 보는 맛!,8
니 부모 얼굴이 보고 싶다,재미있지만.. 확실히 15세라 학교폭력 관련해서 트라우마 있으면 보기 힘들듯..,10
니 부모 얼굴이 보고 싶다,"과장하는 건 알겠는데, 그걸 너무 심하게 해스 초반부 4인이 근신 상태에서도 나대는 건 너무 과하게 비현실적이다.",3
뜨거운 피,마 재밋네 회나한접시무러간다,10
중경삼림,고평가된 쓰레기 영화. 비윤리적이고 맥락마저 없다.,1
봄날,배우들 연기  너무 좋았어요주연.조연.단역분들까지 연기가 너무 좋았네요,10
로스트 시티,스토리가 없다. 시간을 날릴 수 있는 영화,3
장르만 로맨스,상처받는게 취미고 극복하는게 특기,8
신비한 동물들과 덤블도어의 비밀,전개가 너무 형편없다. 저렇게 가볍게 깨질 충정이었으면 애초 왜 따라나섰나?,5
불도저에 탄 소녀,숨막히게 답답한 영화...배우들의 연기 빼고는...답답한 인간 군상 대잔치...마지막 1분 때문에 희생된 고구마 대잔치...,4
오아시스,영화를 본 시간이 꽤 흘렀음에도 포스터와 영화 제목만 보아도 가슴이 먹먹해지는,10
세븐틴 파워 오브 러브 : 더 무비,한 백번 봐도 안질릴듯함 ㅠㅠ,10
오아시스,"강간미화가 아니라, 종두의 어설프고 부족한 사랑 방식이 아닐까…",10
마법 관리국과 비밀요원들,재미있어요 시간이 순식간에 갑니다^^,10
신비한 동물들과 덤블도어의 비밀,간만에 간 영화관. 간만에 숙면 취하고 나왔습니다.,4
수퍼 소닉2,괜히 본듯함 ㄹㅇ...,4
신비한 동물들과 덤블도어의 비밀,몇년만에 처음으로 영화보다 너무 지루해서 화장실 갔다옴ㅋㅋㅋ진짜 너무너무너무너무 몰입도 안되고 산만하고 스토리도 이해가 잘 안됨... 진짜 내 시간과 돈이 아까웠음 최근 몇년중 최악의 극장영화인듯,2
신비한 동물들과 덤블도어의 비밀,1편을 안 봐서 그런가 좀 지루하네요,2
천녀유혼,100세까지 살아도 기억에 남을듯,10
수퍼 소닉2,소닉 세계관을 안다면 훨씬 더 재밌어요. 향수 자극하니 어른이 봐도 꽤 괜찮은 수준급 SF라고 생각합니다. ,10
부기나이트,물음표?만 남는 영화. 뭘 이야기하고픈 건지 .그냥 인생을 헛되게 살지말자??,5
이별의 아침에 약속의 꽃을 장식하자,다시 새로운 이별을 만나기 위해.,9
앵커,천우희가 엄마인 전개는 다른영화에서 많이봐서 식상했으나 연기력으로 커버가 잘되었음천우희 배우가 그 배역에 찰떡이 아니라 묘하게 계속 거슬렸다 특히 헤어컷이 별로안어울렸음 ..전체적으로는 지루하지않게 잘 전개되었다,8
서유기 2 - 선리기연,작중 대사처럼 내 감동또한 1만년이 된 작품,10
스텔라,이게 재미없다고?차암놔 볼만하구먼사람들이 왜이래?,10
판도라,허허 탈원전 하궤습뉘다 쩝쩝. ,2
그것만이 내 세상,예상가능한 연출이지만 병헌이형이 카바했다.,9
갈증,"애처로워, 인간의 &amp;#39;악&amp;#39;.",8
더 배트맨,"어둠과 우울의 배트맨을 그리는데 로버트패틴슨 캐스팅은 좋았는데, 감독이   어둠이라는 화두에 집착하고 뭔가 보여줘야 한다는 강박 때문에 그런지 마지막씬에서는 아이돌 가수가 배트맨 복장으로 나오는 겉보기만 그럴듯한 스토리 쇼를 보는 듯 했음. 폴다노스런 말 많고 정신 나간 빌런 스타일은 이제는 식상",3
시월애,2000년 개봉시 흥행실패. 평론가들의 혹평까지 쏟아져..하지만 난 이 작품이 나의 인생영화요.한국예술의 자랑이 되리라 믿었고. 바램대로 이루어졌다. 이현승에 경배를! 이정재.전지현에 감사를..,10
니 부모 얼굴이 보고 싶다,"중간 중간 허술한 부분이 많지만, 지루하지는 않았어요",6
스텔라,그냥저냥 볼만한데~ 평점이 너무 낮아 10점 줌,10
베놈 2: 렛 데어 비 카니지,넷플로 보고있는데 왜 망했는지 알겠다...,1
앵커,"블랙스완과 유사한 스토리라는 점은 새로운 작품 구성에 있어 조금은 아쉬운 점이라 할 수 있으나배우들의 연기력이 최근 본 영화 중 가장 몰입력 뛰어났다. 혼자 심야영화 보는 걸 좋아하는데영화가 끝나고 아무 말도 못할 것 같은 생각이 들어 집 가는 내내 멍하게 최면 걸린  것, 머리에 망치 한대 맞은 것 같은 신기한 기분을 오랜만에 느끼게 해준 영화이다. ",10
친구2,"혹평에 안보다가 이제 봤는데, 여전히 최고다",10
특송,애하나 죽으면 끝날일을 감정적인 여자 하나가 그거 하나 살리려다 너무 많이 죽었음. ,2
애드 아스트라,좀 별로네요 ^^ 볼거리가 많은것도 아니고..특별한 스토리가 있는것도 아니고..감동이 있는것도 아니고..외계인은 없다는 설정도 마음에 안들고.. 그냥 한번은 나름 재미있게 볼수있는 수준인데 그 이상은 아닌듯 ^^,6
마이클 잭슨의 디스 이즈 잇,얼마나 공을 들여서 준비했는지 여실히 보여주는 내용이었다. 그래서 더 마음이 아픈 것 같다.,9
로스트 시티,그저 배우들의 매력을 느낄 수 있어서 좋았던 영화,7
니 부모 얼굴이 보고 싶다,마음이 아프네요…ㅜ,8
더 배트맨,놀란의 배트맨을 이길 배트맨은 없딘,4
신비한 동물들과 덤블도어의 비밀,대부분 시리즈는 1편이 제일 재밌다는 것의 예시,5
스파이더맨: 노 웨이 홈,"너무 기대하고 본게 함정, 신기한건 타 스파이더맨들의 주연이 나이 들어감에 따라 아쉬웠던 반면에 톰홀랜드 젠데이아는 오히려 갈수록 더 멋져지네",7
이상한 나라의 수학자,시간남아돌지않는이상안보는걸루,6
삼국-무영자,평점이 8점대 맞추기 위해서,10
베놈 2: 렛 데어 비 카니지,쿠키영상이 제일 기억에 남았다. 이번작은 실망이지만 다음작은 기대가 되는 이유였다.,6
로스트 시티,보지마세요.인생 최악의 영화,2
앵커,천우희 배우 응원합니다..,8
이상한 나라의 수학자,여인의향기 너무베낀것같음ㅡㅡ 강당씬은 예상가능했음,2
굿 윌 헌팅,말이 필요없는 최고의 배우들 최고의 영화,10
내가 처음으로 사랑한 소녀,세상에 이런 순정파 주인공 또 없음. ,9
앰뷸런스,과도한 액션과 밍밍한 스토리가 멀미를 일으킨다,6
몬스터 아카데미,11살이 봐도 무섭다네요.,2
신비한 동물들과 덤블도어의 비밀,영상미가 예뻤고 연출도 나쁘지 않았지만 스토리가  극 후반에 루즈해져서 아쉬웠다만 대체적으로 재미있게봤다. 먼지모를 아쉬움이 남는 영화  ,5
니 부모 얼굴이 보고 싶다,영화를 보는 내내 머리를 쥐어뜯었다그들은 너무나 뻔뻔하게 당당했고피해자의 마지막은 본교 학생이 아닌 외부인그게 현실이었다 무언가에 얻어맞은 듯한 기분...,10
뜨거운 피,기대하지 않고 봤으나 배우들 연기나 스토리 괜찮고  끝에는 뭉클하네요,10
패신저스,이영화를 최근에서야 봤는데 남자주인공 얼굴 보자마자 사고칠 줄 알았다..,8
니 부모 얼굴이 보고 싶다,"신선한 소재, 주인공의 내적 가치 변화가 좋았다 다만 아쉬운건 스토리상 선생님의 출연이 무슨 의미가 있나 싶을정도로 지루한부분이였다. 이 사람은 어떤 인생을 살아왔는지도 모르는데 다른사람들은 다 이기적이고 왜 이 선생혼자서만 남을 위해 희생하는가?",8
원더 우먼 - TV 시리즈,"어릴때는 팔찌와 밧줄때문에 린다 누님의 몸매를 못봤었군요,,인자는 음란마귀가 씌인 나이라 ㅎ",10
니 부모 얼굴이 보고 싶다,설경구와 설경구 아들 ..연기 너무 잘함다들 연기 너무 잘하고ㅠㅠ 갠적으로 엄청 재밌게봄,10
패왕별희 디 오리지널,장국영이라 좋았다..,9
스텔라,기냥 명절영화 급은 되는 것 같은데?,6
신비한 동물들과 덤블도어의 비밀,2편보다 훨씬 낫긴 한데 결국 후속작이란 한계에서 벗어날 수가 없네,4
수퍼 소닉2,생각보다 유치뽕짝하긴 해도 캐릭터물이니까,10
빽 투 더 퓨쳐 2,정상수가좋아해서평점1점이노이기,1
모비우스,그냥 아주 특별한 건 없는데 정석적이구 괜찮았어요.,8
"틱, 틱... 붐!",질풍노도 처럼 달려가는 청춘을 위한 불꽃처럼 아름다운 2시간,8
니 부모 얼굴이 보고 싶다,"소재만 보일 뿐 영화적 매력이 정말 없다. 배우들의 연기조차 돋보이지 않고 늘 비슷하게 만들어낸 드라마같은데, 솔직히 요즘 드라마가 훨씬 재미있고 기다려진다. 중반에 너무 졸립고, 특별한 성찰도 재미도 블랙유머도 없는 배우 앞세워 그럴싸하게 진지한 영화 만들고 싶었으나 역부족이었다.",4
니 부모 얼굴이 보고 싶다,goo0000ddd,10
스윙키즈,왜 망했지 ㅠ 진짜 재밌어용,10
특송,재밌네요..,9
더 배트맨,왜 긴지 이해불가... 길지만 않았어도 ㅠㅠ,7
루이스 웨인: 사랑을 그린 고양이 화가,모르던걸 알게되지만 외로운 영화. 편안함을 위해 선택했지만 나올땐 우울했다. 영화에서라도 행복하게 그려 줬었으면 좋았겠지만. 그래서 내가 쿠엔틴 타란티노를 좋아 하나보다.,7
야차,역도산vs최배달역도산 승,6
데자뷰,"어설픈 과학, 어색한 로맨스?",1
스텔라,인터 스텔라 입니까?안본사람 입니다 봐도 무방한지요?,2
중경삼림,처음엔 몰랐는데 찾아보면 숨겨진 의미가 ㅇ놀라움,8
언차티드,전문용어로 그냥 X같은 영화임.,1
비포 선라이즈,"솔직히 재밌고 그런 영화는 아닌 것 같아요 하지만 마지막 30분정도는 감정선이 끝에 다르면서 뭔가 막,, 끌어오르는? 확실한건 마지막에 약속하며 각자의 행선지로 가고 둘이 지났던 비엔나의 길을 비쳐줄땐 오래된 연인과 헤어질때 느끼던 상실감이 느껴졌어요 저는..",7
니 부모 얼굴이 보고 싶다,진짜 개짜증나고 개재밌어요 ,10
언차티드,쓰잘데기 없는 농담의 대사들과 겉멋만 든 말투 영화 보는 내내 불편함.. 하나도 안멋지고 하나도 안 웃긴데 계속 드립침 미국 카우보이식 농담이라기엔 너무나 유치한… 번역가가 잘못인지 원래 대사가 그런지 쓰레기~ 인디아나존슨처럼 중간 중간 유머코드 대사친다고 하지만 하나도 공감안감 스파이더맨의 고딩들의 인디아나 존슨 찍으려다 망한거 같은 영화… ,2
뷰티 인사이드,멋진 배우들로 포장 된 뷰티 아웃사이드,5
뜨거운 피,연기파 배우들의 연기력 향연,10
더 배트맨,배트맨 특유의 어두움에서 이야기하는게 잘 드러남,10
그랜드 부다페스트 호텔,시청각적으로 거의 최고치로 만족스럽고 스토리도 감독님 특유의 기발하고 독특한 스토리라인인 듯! 명작:),10
문라이즈 킹덤,정말 레전드라고 불리는 영화에는 이유가 있음! 너무 귀엽고 아름다운 영화.,10
판타스틱 Mr. 폭스,웨스 앤더슨 감독님은 어떻게 애니메이션까지 잘 만들 수 있지… 너무 재밌음:),10
해리 포터와 혼혈 왕자,"데이빗예이츠가 메가폰을 잡은 이후로 해리포터 영화는 볼 가치가 사라짐. 감동의 역량차이가 너무 크다. 1-2편의 크리스콜럼버스, 3편의 알폰소 쿠아론에 비해 데이빗 예이츠는 해리포터 세계관과 분위기를 제대로 못살리고 스토리도 엉망으로 짜서 소설책 팬들에게는 너무나 절망적인 영화만 만들어냄. 소설 불사조기사단과 혼혈왕자는 시리즈중 가장 긴장감 넘치고 핵심적인파트인데 영화를 이따위로... 더군다나 최근 신비한 동물 사전 시리즈만 봐도 그의 능력부족이 현저하게 드러남.",4
공기살인,재밌었고 슬펐어요 ㅜ 피해자분들이 호통치시는 장면이 너무 슬펐음 ㅜㅠ,10
열대왕사,졸지에 죽음의 태풍을 몰고 온 남자. 스토리는 다소 아쉽지만 찝찝함의 표현만큼은 일품,6
내부고발자들: 월급쟁이의 전쟁,영화라과장한면도있겠지만  저게현실,8
슬리퍼스,"인생이란 참 길고도  가혹하리만치 힘든 여정이며, 결승점까지 도달한다는게 얼마나  대단한 일인지 일깨워주는 서사시 같은 영화. ",10
서울괴담,역대 최악의 영화인듯 하..,2
앵커,간만에 만족스러운 한국영화..! 감독 장편 데뷔작인데 앞으로의 작품이 기대되네요... 천우희 이혜영 배우 연기도 너무 좋았어요,10
니 부모 얼굴이 보고 싶다,"배우들 연기가 좋았습니다~! 문소리 배우 분량 적어서 아쉽,,,",10
오늘,오래전에 본 영화인데도 문득 생활속에서 한번씩 생각납니다. 살면서 잊혀지지 않는 영화 중 하나네요,10
앵커,스릴러도 공포도 아닌것이... 나름의 반전(?)정도는 괜찮으나;;정말 노잼임 그냥 나중에 넷플같은곳에서 무료로 보는게 좋아보임 ,2
니 부모 얼굴이 보고 싶다,흔한 클리셰들로 뼈대를 세워놓고선 살을 붙이지 못한 영화. 어중간한 떡밥 회수와 보는 내내 어째서? 라는 의문이 들 정도로 스토리 진행이 어색했음.,6
데스티니,진쨔 잼써♡ ㄹㅇㅋㅋ  아니 ㄹㅇ 액션 존잼이야,10
스텔라,"...개인적으로 한국영화는 더 좋게 보려고 하는 경향이 있지만 이건..배우분들께는 죄송하지만, 코로나 팬데믹 기간 2년반동안 개봉한 한국영화 중 최악이었습니다.",2
콩가네,완죤 개 웃기는 영화~한국 코미디 영화 중 탑~하도 웃어서 입 아프다~ ,10
신비한 동물들과 덤블도어의 비밀,롤링이 해리포터라는 작품을 어디까지 망쳐놓을건지 보여주는것같네..,2
데스티니,우와 ㄷㄷ 존잼 짖쩌 너뮤 재미있다!,10
사랑과 영혼,90년대 영화가 최고지? ! ,10
서울괴담,후기가 너무 안 좋던데 난 생각보다 재밌었음,10
야차,리얼리티가 없음. 저게 말이 되냐는 어이를 찾게됩니다.,1
앵커,초반의 긴장감과 공포영화를 연상시키는 연출들이 좋았으나 중반부이후로 황당할정도로 무너지는 영화 결말은 그냥 실소밖에 안나온다.,1
더 컨트랙터,작은 스케일은 아쉽지만 크리스파인의 매력으로 커버,6
니 부모 얼굴이 보고 싶다,영화의 반전이 너무 재밌다,10
알 포인트,국내공포영화중에 최고 수작  ,10
카센타,박용우라 기대를 많이했음ㅋㅋ,4
서울괴담,진짜 너무 재미있었읍니다. 친구들끼리 보러 가기 강추~^^ 꼭 ㅎㅎ 보세요!!,10
유체이탈자,유제이탈자는 핫도그다ㅋㅋ,5
불도저에 탄 소녀,시작할 때부터 &amp;#39;개빡친&amp;#39; 얼굴을 한 김혜윤의 연기하나만으로도 이 영화는 시원하다. 불도저처럼 끝까지 밀고 나가는 그녀의 모습을 절로 응원하게 된다.,8
불도저에 탄 소녀,다 좋았는데.. 구영환이를 그렇게 놔두고 영화를 끝내면 안되지.. 뭐 선거 후보 라며 그런 놈이... 권선징악이 안되서 아쉬웠다,8
스텔라,너무너무 재밌어용!!!,10
신비한 동물들과 그린델왈드의 범죄,두시간 정도 마법 세계 잘 다녀옴. 호그와트 보는데 왜 내가 다 반갑고 난리. 호그와트 졸업생인줄. ,10
니 부모 얼굴이 보고 싶다,"다시금 고찰하게 만드는 영화. 명품 연기와 반전의 반전, 지루하지 않고 몰입해서 봤다",9
뮤지컬 킹키부츠 라이브,Ost가 정말 좋았다 그리고 연기도 좋음,10
나의 촛불,.....객관성 전혀 없는 편파성 영화,2
신비한 동물들과 덤블도어의 비밀,"코미디 영화인줄, 간만에 재미있게 웃었네요",9
너의 결혼식,재미있게 잘 봤습니다~,10
공기살인,좀 아쉬움이 남네요.이 어마어마한 사건을 이정도의 영화가 담기엔 그릇이 작은건지 아니면 재료가 부족한건지... 더 잘 만들었다면 이 세계적으로 유래가 없는 국가적 기업적 살인사건을 더 잘 알릴수 있지 않았을까.... 아쉽습니다,6
봄날,"시골에서 살던때 어른들말투억양, 충청도식 애매한화법 이런거 정말 많이 느꼈었는데 묘사를 진짜 잘한 연출임 그리고 손현주 연기 대다나다.",8
서울괴담,무서우면서도 재미있었어요,10
세븐틴 파워 오브 러브 : 더 무비,평캐를 다짐하게 해준다는 말 이거 ㄹㅇ임,10
니 부모 얼굴이 보고 싶다,와... 진짜 시간 가는 줄 모르고 봤음 결말 보고 진짜... 어쩔 수 없나봄,10
하피,누가봐도 경비가 범인  어색하고 쳐자고 있음이 영화를 보고  불치병이 완치되길,2
니 부모 얼굴이 보고 싶다,예상되는 흐름이지만 배우들의 캐릭터가 살아있어서 좋다,7
맨 오브 스틸,평점이 너무 낮다.... ,10
마스크,"아들이랑 넷플로 영화 초중반쯤 보다가, 아빠 이 영화 언제 영화냐고 묻기에 영화 보이는 느낌대로 대강 2010년쯤 이라고 대답함. 검색해보니 1994년 제작? 헐~~~ 짐캐리 대단!",8
미드소마,공포도 없고 재미도 없고 그냥 기분만 더럽게 만드는 영화,1
니 부모 얼굴이 보고 싶다,원작이 있어 그런지 스토리 전개가 무리가 없고 간만에극장에서 본게 돈 아깝지 않은 영화였음,8
신비한 동물들과 덤블도어의 비밀,"해리포터, 신비한 동물사전 시리즈 다 안보면 이해 전혀 안갈듯 이 영화를 처음으로 보는 사람들도 계실텐데 그 사람들 존중해줘서 이해 가게 만들었음 좋았을듯, 하지만 모든 시리즈를 4번 이상 본 나에게는 넘나 재미있었음",5
니 부모 얼굴이 보고 싶다,너무 현실적인 얘기라 보는 내내 너무 찝찝하고 마음이 불편했어요..   요즘 세상은 내 아이 낳아서 키우기 정말 무서운 세상이네요.. ,8
불도저에 탄 소녀,증거 뺏기는 것도 계약하는 것도.. 어쩜그리 허술하게 하고. 속에서 울화통이 치밀어오른다,7
서울괴담,..10자 채우겠습니다,3
세븐 데이즈,지선시네마에 낚여서 간만에 보는 졸작오프닝만 봐도 바로 한숨나오는 이상한 편집과 연출,5
내가 처음으로 사랑한 소녀,사실 학교를 나가기 전까지 먼저 용기를 낸 것도 마음을 전한 것도 실비아였다 타이밍이 지독하게 안 맞아서 서로가 상처받았던 사랑,10
다세포 소녀,1점도 아까운 점수입니다.,1
서울괴담,나만 재미있었나봐 재밌게 봤는데 마네킹이 제일 무서웠네요,10
서울괴담,나름 재밌게 봤습니다 ㅎㅎ,10
공기살인,"2011년이면 나도 한참 학생으로 활동할 나인데.. 왜 이제서야 알았지..? 슬프고, 배우 연기들이ㅜ너무 좋았어요",10
FBI 데스트랩,말로 하는 액션 ㅋㅋ,2
서울괴담,차라리 10부작 웹드라마였으면 어땟을까 생각함 아이돌 보러가거나 공포영화 데이트용으로는 무난한듯 이민혁 사랑해,10
야차,킬링타임 오락영화용으로 나쁘지않았는데- 5점대 평점받을 정도는 아닌것같음- 재밌게봤어요!!,10
뮤지컬 킹키부츠 라이브,"완전 좋았어요! 모든 연령대에 추천합니다.나 자신을, 그리고 타인을 있는 그대로 받아들여라.. 가 이 극의 메시지예요.마지막 노래 나올때는 신나서 막 박수치고싶었고, 그러면서 가사는 울컥해서 눈물도 났어요.",10
B컷,중간에 차가 바뀌넼ㅋㅎㅗ롤룰루,9
서울괴담,갑자기 분위기 좀비 영화,1
